period_begin,period_end,region,state,state_code,property_type, median_sale_price , median_list_price , homes_sold , pending_sales , new_listings , inventory , months_of_supply , median_days_on_market ,avg_sale_to_list,sold_above_list
4/1/2014,4/30/2014,"Adams County, CO",Colorado,CO,Single Family Residential," $231,000.00 "," $229,924.50 ", 611.00 , 617.00 , 810.00 , 827.00 , 1.40 , 12.00 ,100.60%,41.73%
4/1/2014,4/30/2014,"Wake County, NC",North Carolina,NC,Single Family Residential," $267,950.00 "," $250,000.00 "," 1,180.00 ", 904.00 ," 1,751.00 "," 4,775.00 ", 4.00 , 65.00 ,98.34%,22.20%
4/1/2014,4/30/2014,"Marshall County, OK",Oklahoma,OK,Single Family Residential," $94,000.00 "," $154,900.00 ", 10.00 , 3.00 , 6.00 , 37.00 , 3.70 , 164.00 ,94.90%,20.00%
4/1/2014,4/30/2014,"Hennepin County, MN",Minnesota,MN,Single Family Residential," $225,488.00 "," $239,900.00 "," 1,088.00 "," 1,172.00 "," 1,797.00 "," 3,401.00 ", 3.10 , 44.00 ,98.40%,26.29%
4/1/2014,4/30/2014,"Cumberland County, NJ",New Jersey,NJ,Single Family Residential," $121,000.00 "," $144,900.00 ", 69.00 , 47.00 , 169.00 , 779.00 , 11.30 , 102.00 ,92.46%,10.14%
4/1/2014,4/30/2014,"Clarke County, IA",Iowa,IA,Single Family Residential," $78,000.00 "," $99,900.00 ", 6.00 , 2.00 , 9.00 , 44.00 , 7.30 , 162.00 ,84.26%,0.00%
4/1/2014,4/30/2014,"Bay County, MI",Michigan,MI,Single Family Residential," $86,600.00 ",, 3.00 ,,, 8.00 , 2.70 , 162.00 ,99.13%,33.33%
4/1/2014,4/30/2014,"Kit Carson County, CO",Colorado,CO,Single Family Residential," $125,000.00 "," $89,000.00 ", 3.00 ,, 5.00 , 25.00 , 8.30 , 265.00 ,91.94%,0.00%
4/1/2014,4/30/2014,"Winchester, VA",Virginia,VA,Single Family Residential," $188,500.00 "," $235,000.00 ", 29.00 , 27.00 , 43.00 , 86.00 , 3.00 , 57.00 ,96.76%,17.24%
4/1/2014,4/30/2014,"Travis County, TX",Texas,TX,Single Family Residential," $292,000.00 "," $299,997.00 "," 1,138.00 "," 1,262.00 "," 1,610.00 "," 2,220.00 ", 2.00 , 11.00 ,99.48%,34.80%
4/1/2014,4/30/2014,"Ingham County, MI",Michigan,MI,Single Family Residential," $100,000.00 "," $117,900.00 ", 256.00 , 140.00 , 459.00 ," 1,564.00 ", 6.10 , 98.00 ,95.92%,14.84%
4/1/2014,4/30/2014,"Ventura County, CA",California,CA,Single Family Residential," $535,000.00 "," $525,000.00 ", 529.00 , 507.00 , 687.00 ," 1,215.00 ", 2.30 , 23.00 ,98.76%,23.25%
4/1/2014,4/30/2014,"San Diego County, CA",California,CA,Single Family Residential," $485,000.00 "," $479,000.00 "," 2,093.00 "," 2,103.00 "," 2,782.00 "," 5,283.00 ", 2.50 , 30.00 ,97.76%,20.74%
4/1/2014,4/30/2014,"Hardin County, TN",Tennessee,TN,Single Family Residential," $82,250.00 "," $143,750.00 ", 24.00 , 13.00 , 35.00 , 171.00 , 7.10 , 70.00 ,92.01%,12.50%
4/1/2014,4/30/2014,"Burlington County, NJ",New Jersey,NJ,Single Family Residential," $203,750.00 "," $225,450.00 ", 296.00 , 276.00 , 705.00 ," 2,390.00 ", 8.10 , 92.00 ,95.93%,14.53%
4/1/2014,4/30/2014,"Decatur County, IN",Indiana,IN,Single Family Residential," $102,000.00 "," $117,500.00 ", 17.00 , 8.00 , 45.00 , 160.00 , 9.40 , 113.00 ,93.80%,5.88%
4/1/2014,4/30/2014,"Sumter County, FL",Florida,FL,Single Family Residential," $183,750.00 "," $210,450.00 ", 58.00 , 83.00 , 91.00 , 317.00 , 5.50 , 94.00 ,94.45%,13.79%
4/1/2014,4/30/2014,"Bath County, KY",Kentucky,KY,Single Family Residential," $46,500.00 "," $87,000.00 ", 3.00 , 9.00 , 12.00 , 41.00 , 13.70 , 42.00 ,97.17%,0.00%
4/1/2014,4/30/2014,"Searcy County, AR",Arkansas,AR,Single Family Residential," $45,000.00 "," $64,900.00 ", 1.00 ,, 9.00 , 25.00 , 25.00 , 261.00 ,81.97%,0.00%
4/1/2014,4/30/2014,"Monroe County, IA",Iowa,IA,Single Family Residential," $110,000.00 "," $62,900.00 ", 9.00 , 5.00 , 9.00 , 40.00 , 4.40 , 75.00 ,96.31%,22.22%
4/1/2014,4/30/2014,"Davidson County, TN",Tennessee,TN,Single Family Residential," $195,000.00 "," $213,950.00 ", 896.00 , 809.00 ," 1,444.00 "," 3,379.00 ", 3.80 , 50.00 ,97.73%,19.98%
4/1/2014,4/30/2014,"Sherburne County, MN",Minnesota,MN,Single Family Residential," $176,238.00 "," $197,900.00 ", 93.00 , 122.00 , 217.00 , 468.00 , 5.00 , 74.00 ,98.34%,18.28%
4/1/2014,4/30/2014,"San Jacinto County, TX",Texas,TX,Single Family Residential," $83,700.00 "," $183,200.00 ", 30.00 , 14.00 , 44.00 , 164.00 , 5.50 , 141.00 ,93.85%,0.00%
4/1/2014,4/30/2014,"Beaver County, PA",Pennsylvania,PA,Single Family Residential," $128,800.00 "," $127,500.00 ", 120.00 , 50.00 , 193.00 ,, 8.40 , 109.00 ,95.78%,14.17%
4/1/2014,4/30/2014,"Somerset County, NJ",New Jersey,NJ,Single Family Residential," $335,000.00 "," $404,900.00 ", 243.00 , 32.00 , 80.00 , 245.00 , 1.00 , 91.00 ,96.83%,15.64%
4/1/2014,4/30/2014,"Mille Lacs County, MN",Minnesota,MN,Single Family Residential," $117,000.00 "," $146,900.00 ", 23.00 , 30.00 , 64.00 , 183.00 , 8.00 , 53.00 ,97.75%,26.09%
4/1/2014,4/30/2014,"Montgomery County, IN",Indiana,IN,Single Family Residential," $95,000.00 "," $99,450.00 ", 26.00 , 12.00 , 69.00 , 260.00 , 10.00 , 129.00 ,95.33%,11.54%
4/1/2014,4/30/2014,"DeKalb County, IL",Illinois,IL,Single Family Residential," $148,000.00 "," $149,900.00 ", 61.00 , 68.00 , 130.00 , 378.00 , 6.20 , 63.00 ,95.31%,8.20%
4/1/2014,4/30/2014,"Kingfisher County, OK",Oklahoma,OK,Single Family Residential," $75,000.00 "," $134,900.00 ", 3.00 , 3.00 , 13.00 , 41.00 , 13.70 , 72.00 ,91.57%,0.00%
4/1/2014,4/30/2014,"Defiance County, OH",Ohio,OH,Single Family Residential," $67,700.00 "," $99,900.00 ", 30.00 , 13.00 , 57.00 , 224.00 , 7.50 , 179.00 ,92.22%,13.33%
4/1/2014,4/30/2014,"Cottonwood County, MN",Minnesota,MN,Single Family Residential," $28,000.00 "," $84,900.00 ", 5.00 , 4.00 , 19.00 , 57.00 , 11.40 , 63.00 ,86.31%,0.00%
4/1/2014,4/30/2014,"Calhoun County, AL",Alabama,AL,Single Family Residential," $85,000.00 "," $110,250.00 ", 77.00 , 32.00 , 89.00 , 386.00 , 5.00 , 126.00 ,92.83%,7.79%
4/1/2014,4/30/2014,"Andrew County, MO",Missouri,MO,Single Family Residential," $99,510.00 "," $161,900.00 ", 14.00 , 6.00 , 24.00 , 90.00 , 6.40 , 100.00 ,94.95%,0.00%
4/1/2014,4/30/2014,"Yavapai County, AZ",Arizona,AZ,Single Family Residential," $215,000.00 "," $299,900.00 ", 219.00 , 20.00 , 99.00 , 497.00 , 2.30 , 96.00 ,96.60%,11.42%
4/1/2014,4/30/2014,"Somerset County, PA",Pennsylvania,PA,Single Family Residential," $329,000.00 "," $162,400.00 ", 1.00 ,, 7.00 , 38.00 , 38.00 , 238.00 ,91.64%,0.00%
4/1/2014,4/30/2014,"Kent County, RI",Rhode Island,RI,Single Family Residential," $171,500.00 "," $199,900.00 ", 166.00 , 151.00 , 310.00 , 838.00 , 5.00 , 64.00 ,95.75%,16.27%
4/1/2014,4/30/2014,"DeKalb County, AL",Alabama,AL,Single Family Residential," $93,750.00 "," $105,200.00 ", 37.00 , 15.00 , 26.00 , 142.00 , 3.80 , 154.00 ,91.21%,13.51%
4/1/2014,4/30/2014,"Atascosa County, TX",Texas,TX,Single Family Residential," $152,500.00 "," $199,999.00 ", 19.00 , 13.00 , 16.00 , 72.00 , 3.80 , 35.00 ,95.36%,15.79%
4/1/2014,4/30/2014,"Jefferson County, WV",West Virginia,WV,Single Family Residential," $259,950.00 "," $239,950.00 ", 40.00 , 47.00 , 101.00 , 252.00 , 6.30 , 87.00 ,95.02%,2.50%
4/1/2014,4/30/2014,"Forsyth County, NC",North Carolina,NC,Single Family Residential," $131,500.00 "," $142,500.00 ", 345.00 , 165.00 , 475.00 ," 1,702.00 ", 4.90 , 113.00 ,96.01%,10.14%
4/1/2014,4/30/2014,"Morgan County, WV",West Virginia,WV,Single Family Residential," $125,125.00 "," $152,900.00 ", 22.00 , 16.00 , 75.00 , 234.00 , 10.60 , 129.00 ,93.08%,4.55%
4/1/2014,4/30/2014,"Jefferson County, KY",Kentucky,KY,Single Family Residential," $137,700.00 "," $159,900.00 ", 690.00 , 464.00 ," 1,232.00 "," 3,869.00 ", 5.60 , 72.00 ,96.59%,13.77%
4/1/2014,4/30/2014,"Routt County, CO",Colorado,CO,Single Family Residential," $426,000.00 "," $349,900.00 ", 27.00 , 12.00 , 48.00 , 348.00 , 12.90 , 188.00 ,95.26%,3.70%
4/1/2014,4/30/2014,"Sanilac County, MI",Michigan,MI,Single Family Residential," $57,700.00 "," $106,950.00 ", 26.00 , 17.00 , 67.00 , 208.00 , 8.00 , 74.00 ,93.77%,23.08%
4/1/2014,4/30/2014,"Franklin County, ME",Maine,ME,Single Family Residential," $124,000.00 ",, 21.00 ,,,,,,93.58%,14.29%
4/1/2014,4/30/2014,"Lehigh County, PA",Pennsylvania,PA,Single Family Residential," $166,450.00 "," $184,500.00 ", 172.00 , 92.00 , 440.00 ," 1,488.00 ", 8.70 , 125.00 ,96.88%,15.12%
4/1/2014,4/30/2014,"Denver County, CO",Colorado,CO,Single Family Residential," $319,450.00 "," $329,000.00 ", 859.00 , 851.00 ," 1,092.00 "," 1,201.00 ", 1.40 , 14.00 ,99.74%,34.69%
4/1/2014,4/30/2014,"Starr County, TX",Texas,TX,Single Family Residential," $52,000.00 "," $48,000.00 ", 6.00 , 2.00 , 1.00 , 15.00 , 2.50 , 42.00 ,100.00%,0.00%
4/1/2014,4/30/2014,"Jones County, TX",Texas,TX,Single Family Residential," $82,450.00 "," $124,750.00 ", 8.00 , 4.00 , 15.00 , 42.00 , 5.30 , 53.00 ,95.32%,12.50%
4/1/2014,4/30/2014,"Kendall County, TX",Texas,TX,Single Family Residential," $287,912.00 "," $449,000.00 ", 42.00 , 33.00 , 83.00 , 272.00 , 6.50 , 63.00 ,96.49%,4.76%
4/1/2014,4/30/2014,"Washburn County, WI",Wisconsin,WI,Single Family Residential," $165,000.00 "," $152,900.00 ", 9.00 , 5.00 , 51.00 , 230.00 , 25.60 , 264.00 ,93.68%,0.00%
4/1/2014,4/30/2014,"Franklin County, NC",North Carolina,NC,Single Family Residential," $186,347.50 "," $159,000.00 ", 62.00 , 38.00 , 118.00 , 411.00 , 6.60 , 164.00 ,97.81%,17.74%
4/1/2014,4/30/2014,"Sequoyah County, OK",Oklahoma,OK,Single Family Residential," $60,000.00 "," $130,000.00 ", 9.00 , 4.00 , 30.00 , 129.00 , 14.30 , 123.00 ,90.84%,11.11%
4/1/2014,4/30/2014,"Grant County, WI",Wisconsin,WI,Single Family Residential," $102,500.00 "," $104,000.00 ", 38.00 , 19.00 , 50.00 , 238.00 , 6.30 , 94.00 ,94.53%,13.16%
4/1/2014,4/30/2014,"Wyandotte County, KS",Kansas,KS,Single Family Residential," $75,000.00 "," $89,925.00 ", 108.00 ,, 200.00 ,, 6.50 , 106.00 ,,
4/1/2014,4/30/2014,"Carter County, OK",Oklahoma,OK,Single Family Residential," $97,250.00 "," $82,450.00 ", 32.00 , 11.00 , 32.00 , 119.00 , 3.70 , 102.00 ,95.62%,9.38%
4/1/2014,4/30/2014,"Walker County, TX",Texas,TX,Single Family Residential," $140,395.00 "," $177,450.00 ", 27.00 , 28.00 , 56.00 , 178.00 , 6.60 , 77.00 ,96.66%,14.81%
4/1/2014,4/30/2014,"Linn County, KS",Kansas,KS,Single Family Residential," $75,000.00 "," $70,475.00 ", 10.00 ,, 22.00 ,, 8.50 , 192.00 ,,
4/1/2014,4/30/2014,"Barron County, WI",Wisconsin,WI,Single Family Residential," $98,450.00 "," $139,450.00 ", 47.00 , 27.00 , 117.00 , 342.00 , 7.30 , 110.00 ,95.93%,12.77%
4/1/2014,4/30/2014,"Fayette County, TX",Texas,TX,Single Family Residential," $233,250.00 "," $274,000.00 ", 8.00 , 2.00 , 15.00 , 55.00 , 6.90 , 114.00 ,98.63%,25.00%
4/1/2014,4/30/2014,"Van Buren County, AR",Arkansas,AR,Single Family Residential," $79,000.00 "," $118,500.00 ", 20.00 , 6.00 , 40.00 , 173.00 , 8.70 , 210.00 ,91.03%,0.00%
4/1/2014,4/30/2014,"Pierce County, WA",Washington,WA,Single Family Residential," $225,411.00 "," $249,900.00 ", 957.00 , 920.00 ," 1,388.00 "," 3,160.00 ", 3.30 , 44.00 ,99.20%,29.26%
4/1/2014,4/30/2014,"Lac qui Parle County, MN",Minnesota,MN,Single Family Residential," $43,469.50 "," $64,900.00 ", 6.00 , 1.00 , 5.00 , 32.00 , 5.30 , 284.00 ,90.88%,16.67%
4/1/2014,4/30/2014,"Grant County, WA",Washington,WA,Single Family Residential," $146,500.00 "," $192,000.00 ", 69.00 , 56.00 , 126.00 , 413.00 , 6.00 , 155.00 ,97.24%,20.29%
4/1/2014,4/30/2014,"Fayette County, GA",Georgia,GA,Single Family Residential," $212,000.00 "," $250,950.00 ", 131.00 , 133.00 , 236.00 , 571.00 , 4.40 , 52.00 ,96.69%,12.98%
4/1/2014,4/30/2014,"Hubbard County, MN",Minnesota,MN,Single Family Residential," $139,500.00 "," $198,500.00 ", 16.00 , 9.00 , 92.00 , 291.00 , 18.20 , 268.00 ,92.45%,6.25%
4/1/2014,4/30/2014,"Hamilton County, IN",Indiana,IN,Single Family Residential," $212,825.00 "," $233,255.00 ", 413.00 , 257.00 , 797.00 ," 2,287.00 ", 5.50 , 71.00 ,97.47%,10.17%
4/1/2014,4/30/2014,"Madison County, VA",Virginia,VA,Single Family Residential," $137,500.00 "," $289,000.00 ", 10.00 , 7.00 , 31.00 , 101.00 , 10.10 , 70.00 ,89.03%,0.00%
4/1/2014,4/30/2014,"Jefferson County, WI",Wisconsin,WI,Single Family Residential," $154,000.00 "," $178,750.00 ", 82.00 , 33.00 , 129.00 , 515.00 , 6.30 , 130.00 ,94.96%,15.85%
4/1/2014,4/30/2014,"Berks County, PA",Pennsylvania,PA,Single Family Residential," $165,000.00 "," $159,900.00 ", 246.00 , 223.00 , 489.00 ," 1,495.00 ", 6.10 , 110.00 ,95.92%,8.94%
4/1/2014,4/30/2014,"Attala County, MS",Mississippi,MS,Single Family Residential," $152,500.00 "," $174,250.00 ", 2.00 ,, 4.00 , 16.00 , 8.00 , 231.00 ,83.33%,0.00%
4/1/2014,4/30/2014,"Cleburne County, AL",Alabama,AL,Single Family Residential," $80,450.00 "," $129,900.00 ", 2.00 ,, 6.00 , 22.00 , 11.00 , 269.00 ,97.40%,0.00%
4/1/2014,4/30/2014,"Brown County, TX",Texas,TX,Single Family Residential," $95,000.00 "," $126,950.00 ", 16.00 , 8.00 , 55.00 , 275.00 , 17.20 , 136.00 ,94.95%,6.25%
4/1/2014,4/30/2014,"Adams County, WI",Wisconsin,WI,Single Family Residential," $75,900.00 "," $115,000.00 ", 25.00 , 8.00 , 101.00 , 376.00 , 15.00 , 217.00 ,91.24%,4.00%
4/1/2014,4/30/2014,"Green Lake County, WI",Wisconsin,WI,Single Family Residential," $117,450.00 "," $112,000.00 ", 16.00 , 4.00 , 49.00 , 217.00 , 13.60 , 196.00 ,90.05%,6.25%
4/1/2014,4/30/2014,"Page County, VA",Virginia,VA,Single Family Residential," $92,500.00 "," $169,900.00 ", 10.00 , 10.00 , 43.00 , 167.00 , 16.70 , 118.00 ,89.99%,0.00%
4/1/2014,4/30/2014,"Dallas County, TX",Texas,TX,Single Family Residential," $170,100.00 "," $184,900.00 "," 1,694.00 "," 1,699.00 "," 2,237.00 "," 3,971.00 ", 2.30 , 30.00 ,98.56%,25.80%
4/1/2014,4/30/2014,"Indiana County, PA",Pennsylvania,PA,Single Family Residential," $102,205.00 "," $138,500.00 ", 22.00 , 3.00 , 55.00 , 294.00 , 13.40 , 212.00 ,92.20%,4.55%
4/1/2014,4/30/2014,"Kane County, IL",Illinois,IL,Single Family Residential," $195,000.00 "," $213,450.00 ", 411.00 , 469.00 , 876.00 ," 2,131.00 ", 5.20 , 48.00 ,97.11%,18.25%
4/1/2014,4/30/2014,"Trousdale County, TN",Tennessee,TN,Single Family Residential," $117,000.00 "," $99,900.00 ", 5.00 , 5.00 , 11.00 , 54.00 , 10.80 , 231.00 ,93.87%,0.00%
4/1/2014,4/30/2014,"Berkeley County, SC",South Carolina,SC,Single Family Residential," $180,000.00 "," $205,500.00 ", 196.00 , 93.00 , 297.00 ," 1,299.00 ", 6.60 , 129.00 ,97.45%,14.29%
4/1/2014,4/30/2014,"Emanuel County, GA",Georgia,GA,Single Family Residential," $60,950.00 "," $120,750.00 ", 1.00 , 2.00 , 4.00 , 33.00 , 33.00 , 279.00 ,93.77%,0.00%
4/1/2014,4/30/2014,"Marion County, OR",Oregon,OR,Single Family Residential," $177,000.00 "," $199,900.00 ", 249.00 , 183.00 , 378.00 ," 1,182.00 ", 4.70 , 86.00 ,97.80%,22.49%
4/1/2014,4/30/2014,"Hood River County, OR",Oregon,OR,Single Family Residential," $321,750.00 "," $378,999.00 ", 14.00 , 17.00 , 22.00 , 55.00 , 3.90 , 79.00 ,96.39%,14.29%
4/1/2014,4/30/2014,"Grundy County, TN",Tennessee,TN,Single Family Residential," $70,000.00 "," $142,450.00 ", 5.00 , 2.00 , 8.00 , 46.00 , 9.20 , 56.00 ,87.53%,0.00%
4/1/2014,4/30/2014,"Greene County, IA",Iowa,IA,Single Family Residential," $185,000.00 "," $76,500.00 ", 2.00 ,, 9.00 , 46.00 , 23.00 , 230.00 ,86.18%,0.00%
4/1/2014,4/30/2014,"Clinton County, IL",Illinois,IL,Single Family Residential," $128,500.00 "," $129,700.00 ", 28.00 ,, 27.00 , 109.00 , 3.90 , 136.00 ,92.42%,0.00%
4/1/2014,4/30/2014,"Medina County, TX",Texas,TX,Single Family Residential," $184,550.00 "," $231,250.00 ", 19.00 , 17.00 , 40.00 , 146.00 , 7.70 , 116.00 ,96.12%,0.00%
4/1/2014,4/30/2014,"Preble County, OH",Ohio,OH,Single Family Residential," $113,950.00 "," $109,900.00 ", 40.00 , 24.00 , 59.00 , 219.00 , 5.50 , 70.00 ,96.53%,10.00%
4/1/2014,4/30/2014,"Juab County, UT",Utah,UT,Single Family Residential," $125,000.00 "," $134,900.00 ", 7.00 , 4.00 , 21.00 , 67.00 , 9.60 , 119.00 ,96.90%,14.29%
4/1/2014,4/30/2014,"Storey County, NV",Nevada,NV,Single Family Residential," $200,000.00 "," $254,500.00 ", 5.00 , 5.00 , 11.00 , 31.00 , 6.20 , 220.00 ,91.11%,0.00%
4/1/2014,4/30/2014,"Anderson County, KY",Kentucky,KY,Single Family Residential," $158,500.00 "," $139,500.00 ", 12.00 , 20.00 , 39.00 , 167.00 , 13.90 , 96.00 ,91.75%,0.00%
4/1/2014,4/30/2014,"Montgomery County, IA",Iowa,IA,Single Family Residential," $80,000.00 "," $72,000.00 ", 11.00 , 2.00 , 15.00 , 61.00 , 5.50 , 173.00 ,90.53%,0.00%
4/1/2014,4/30/2014,"Washington County, PA",Pennsylvania,PA,Single Family Residential," $160,000.00 "," $169,900.00 ", 130.00 , 62.00 , 189.00 ,, 8.00 , 95.00 ,95.74%,10.00%
4/1/2014,4/30/2014,"Blount County, AL",Alabama,AL,Single Family Residential," $120,700.00 "," $127,400.00 ", 36.00 , 13.00 , 50.00 , 163.00 , 4.50 , 131.00 ,96.95%,8.33%
4/1/2014,4/30/2014,"Harney County, OR",Oregon,OR,Single Family Residential," $19,000.00 "," $354,900.00 ", 1.00 , 1.00 , 1.00 , 5.00 , 5.00 , 97.00 ,91.35%,0.00%
4/1/2014,4/30/2014,"Powhatan County, VA",Virginia,VA,Single Family Residential," $245,000.00 "," $264,950.00 ", 29.00 , 19.00 , 63.00 , 191.00 , 6.60 , 110.00 ,99.27%,17.24%
4/1/2014,4/30/2014,"Calhoun County, MI",Michigan,MI,Single Family Residential," $75,000.00 "," $99,900.00 ", 97.00 , 37.00 , 134.00 , 634.00 , 6.50 , 164.00 ,93.68%,9.28%
4/1/2014,4/30/2014,"Orange County, VA",Virginia,VA,Single Family Residential," $179,000.00 "," $224,900.00 ", 43.00 , 33.00 , 106.00 , 288.00 , 6.70 , 88.00 ,95.42%,9.30%
4/1/2014,4/30/2014,"Lackawanna County, PA",Pennsylvania,PA,Single Family Residential," $103,500.00 ",, 85.00 ,,, 1.00 , -   ,,93.16%,7.06%
4/1/2014,4/30/2014,"Coffee County, TN",Tennessee,TN,Single Family Residential," $125,382.50 "," $132,000.00 ", 42.00 , 16.00 , 79.00 , 357.00 , 8.50 , 118.00 ,94.83%,14.29%
4/1/2014,4/30/2014,"Shelby County, OH",Ohio,OH,Single Family Residential," $117,250.00 "," $97,500.00 ", 44.00 , 20.00 , 61.00 , 261.00 , 5.90 , 121.00 ,95.34%,11.36%
4/1/2014,4/30/2014,"Washita County, OK",Oklahoma,OK,Single Family Residential," $230,000.00 ",, 1.00 , 1.00 ,,,, 52.00 ,104.55%,100.00%
4/1/2014,4/30/2014,"Lucas County, IA",Iowa,IA,Single Family Residential," $21,050.00 ",, 1.00 , 1.00 ,, 7.00 , 7.00 , 43.00 ,100.72%,100.00%
4/1/2014,4/30/2014,"Alamosa County, CO",Colorado,CO,Single Family Residential," $129,000.00 "," $138,700.00 ", 13.00 , 8.00 , 25.00 , 102.00 , 7.80 , 74.00 ,91.06%,0.00%
4/1/2014,4/30/2014,"Fayette County, PA",Pennsylvania,PA,Single Family Residential," $142,250.00 "," $172,450.00 ", 10.00 , 3.00 , 18.00 ,, 10.40 , 216.00 ,95.60%,20.00%
4/1/2014,4/30/2014,"Miami County, OH",Ohio,OH,Single Family Residential," $129,000.00 "," $132,900.00 ", 89.00 , 69.00 , 188.00 , 589.00 , 6.60 , 87.00 ,96.16%,11.24%
4/1/2014,4/30/2014,"Duval County, FL",Florida,FL,Single Family Residential," $149,500.00 "," $150,000.00 ", 934.00 , 501.00 ," 1,292.00 "," 5,410.00 ", 5.80 , 107.00 ,96.34%,19.38%
4/1/2014,4/30/2014,"Montgomery County, AR",Arkansas,AR,Single Family Residential," $11,350.00 "," $169,000.00 ", 1.00 , 2.00 , 5.00 , 41.00 , 41.00 , 22.00 ,90.80%,0.00%
4/1/2014,4/30/2014,"Bradley County, TN",Tennessee,TN,Single Family Residential," $199,900.00 "," $133,000.00 ", 5.00 ,, 1.00 , 3.00 , 0.60 ,,97.20%,0.00%
4/1/2014,4/30/2014,"Washington County, IL",Illinois,IL,Single Family Residential," $105,250.00 "," $137,000.00 ", 4.00 ,, 5.00 , 29.00 , 7.30 , 243.00 ,94.70%,0.00%
4/1/2014,4/30/2014,"Grenada County, MS",Mississippi,MS,Single Family Residential," $74,000.00 ",, 1.00 , 1.00 ,, 4.00 , 4.00 , 70.00 ,98.80%,0.00%
4/1/2014,4/30/2014,"Manistee County, MI",Michigan,MI,Single Family Residential," $64,800.00 "," $134,500.00 ", 17.00 , 8.00 , 33.00 , 191.00 , 11.20 , 125.00 ,90.77%,0.00%
4/1/2014,4/30/2014,"Ashtabula County, OH",Ohio,OH,Single Family Residential," $60,000.00 "," $98,750.00 ", 49.00 , 41.00 , 147.00 , 558.00 , 11.40 , 111.00 ,90.20%,14.29%
4/1/2014,4/30/2014,"Union County, TN",Tennessee,TN,Single Family Residential," $100,000.00 "," $200,750.00 ", 15.00 ,, 12.00 , 71.00 , 4.70 , 525.00 ,101.21%,20.00%
4/1/2014,4/30/2014,"Stevens County, MN",Minnesota,MN,Single Family Residential," $160,000.00 "," $204,900.00 ", 1.00 , 1.00 , 4.00 , 9.00 , 9.00 , 72.00 ,91.48%,0.00%
4/1/2014,4/30/2014,"Millard County, UT",Utah,UT,Single Family Residential," $125,000.00 "," $124,450.00 ", 4.00 , 2.00 , 11.00 , 54.00 , 13.50 , 184.00 ,95.00%,0.00%
4/1/2014,4/30/2014,"Rio Blanco County, CO",Colorado,CO,Single Family Residential," $110,500.00 "," $196,950.00 ", 2.00 , 1.00 , 8.00 , 36.00 , 18.00 , 143.00 ,92.08%,0.00%
4/1/2014,4/30/2014,"Clinton County, MI",Michigan,MI,Single Family Residential," $136,800.00 "," $159,900.00 ", 68.00 , 31.00 , 105.00 , 344.00 , 5.10 , 125.00 ,96.95%,8.82%
4/1/2014,4/30/2014,"Buffalo County, WI",Wisconsin,WI,Single Family Residential," $72,500.00 "," $89,900.00 ", 8.00 , 6.00 , 22.00 , 61.00 , 7.60 , 107.00 ,91.38%,0.00%
4/1/2014,4/30/2014,"Jack County, TX",Texas,TX,Single Family Residential," $65,700.00 "," $62,450.00 ", 1.00 ,, 2.00 , 12.00 , 12.00 , 773.00 ,96.76%,0.00%
4/1/2014,4/30/2014,"Williamsburg County, SC",South Carolina,SC,Single Family Residential," $15,100.00 "," $75,400.00 ", 1.00 , 2.00 , 2.00 , 13.00 , 13.00 , 28.00 ,100.67%,100.00%
4/1/2014,4/30/2014,"Mahoning County, OH",Ohio,OH,Single Family Residential," $66,000.00 "," $98,350.00 ", 191.00 , 139.00 , 296.00 ," 1,054.00 ", 5.50 , 86.00 ,91.89%,8.38%
4/1/2014,4/30/2014,"Kenton County, KY",Kentucky,KY,Single Family Residential," $122,900.00 "," $125,900.00 ", 194.00 , 81.00 , 283.00 ," 1,087.00 ", 5.60 , 115.00 ,96.11%,11.34%
4/1/2014,4/30/2014,"Klamath County, OR",Oregon,OR,Single Family Residential," $169,000.00 "," $155,000.00 ", 56.00 , 23.00 , 85.00 , 477.00 , 8.50 , 171.00 ,96.02%,12.50%
4/1/2014,4/30/2014,"Faribault County, MN",Minnesota,MN,Single Family Residential," $49,500.00 "," $71,900.00 ", 8.00 , 3.00 , 18.00 , 76.00 , 9.50 , 187.00 ,87.34%,0.00%
4/1/2014,4/30/2014,"Baker County, OR",Oregon,OR,Single Family Residential," $138,000.00 "," $159,900.00 ", 11.00 , 8.00 , 25.00 , 95.00 , 8.60 , 558.00 ,93.17%,9.09%
4/1/2014,4/30/2014,"Sarpy County, NE",Nebraska,NE,Single Family Residential," $166,500.00 "," $184,975.00 ", 226.00 , 265.00 , 341.00 , 540.00 , 2.40 , 27.00 ,98.73%,18.58%
4/1/2014,4/30/2014,"Morrison County, MN",Minnesota,MN,Single Family Residential," $128,000.00 "," $139,900.00 ", 35.00 , 16.00 , 73.00 , 220.00 , 6.30 , 105.00 ,95.30%,17.14%
4/1/2014,4/30/2014,"Grand Isle County, VT",Vermont,VT,Single Family Residential," $294,950.00 "," $285,000.00 ", 8.00 , 2.00 , 28.00 , 84.00 , 10.50 , 234.00 ,94.66%,0.00%
4/1/2014,4/30/2014,"Austin County, TX",Texas,TX,Single Family Residential," $195,000.00 "," $192,200.00 ", 15.00 , 23.00 , 37.00 , 116.00 , 7.70 , 102.00 ,97.61%,6.67%
4/1/2014,4/30/2014,"Louisa County, VA",Virginia,VA,Single Family Residential," $159,500.00 "," $242,700.00 ", 28.00 , 9.00 , 62.00 , 220.00 , 7.90 , 163.00 ,97.72%,25.00%
